name;email
Афиша №1 интернет-журнал;veboldireva@afishaone.ru  content@afishaone.ru  kristina@afishaone.ru  sales@afishaone.ru  sales4@afishaone.ru  
Художественный журнал;mos.artmag@gmail.com  
Наш район газета;nash-raion86@mail.ru  ;
БУХ. 1С журнал;test@rarus.ru  v8@1c.ru  hline@1c.ru  itsprof@1c.ru  buh@1c.ru  
Мой Альметьевск газета;art@moyalmetevsk.ru  sales@moyalmetevsk.ru  sales1@moyalmetevsk.ru  sales3@moyalmetevsk.ru  
Акушерство и гинекология журнал;e_khilkevich@oparina4.ru  m_bashirova@oparina4.ru  bashirova@bionika-media.ru  reklama@bionika-media.ru  a.korneev@bionika-media.ru  
Красное знамя газета;rdf@redflag.su  reklama@redflag.su  
Гражданин газета;gazetaklgd@mail.ru  adv39@rambler.ru  
Новая Причулмка газета;dima123459@gmail.com  
Честное слово газета;slovo@sibslovo.ru  
МК-Урал газета;mk-red@mail.ru  
Вперед газета;vpered@bataysk.donpac.ru  helena234@yandex.ru  chenyingying44@yahoo.com  krasa-batayska@yandex.ru  
Издательский дом Уфа;st.sergey.st@gmail.com  taxi-maxim-ufa@yandex.ru  vureklama2007@mail.ru  
Всё для журнал;rekl@samarahands.ru  
Строительные материалы и работы журнал;prognoz18@gmail.com  
Экспозиция Нефть Газ журнал;stas@runeft.ru  
Все о ЖКХ журнал;1@dominanta-expo.com  mos-konkurs@mos-konkurs.ru  kloder3@gmail.com  sport@omorrss.ru  info@stroyorbita.ru  
Все для вас. Регион газета;vdvreg33@mail.ru  ;
Инсайт Кузбасс журнал;info@insight-kuzbass.ru  
Образование в Документах журнал;info@edu-press.ru  info@pes-publishing.com  
Народная газета Сочи;ng-sochi@mail.ru  
Технология Дела журнал;project@poligrafiyaunas.ru  
Моя Эжва газета;slobodakomi@mail.ru  
Linda журнал;lindamagazine@yandex.ru  evlan.ekaterina@yandex.ru  
Галерея Чижова газета;36glch@gmail.com  
Всеволожские вести газета;redaktor@vsevvesti.ru  reklama@vsevvesti.ru  
Аргументы и Факты на Дону газета;chekina.lena@gmail.com  ved_goncharova@mail.ru  
Стольник журнал;kaliev@stolnick.ru  kvv@stolnick.ru  davidova@stolnick.ru  ana_v@mail.ru  loginova@stolnick.ru  
Раз в неделю газета;raz@rinf.ru  
Цемент и его применение журнал;info@jcement.ru  
Общество и власть. ЧАС ПИК газета;chaspik41@gmail.com  kurier41@yandex.ru  
Вестник Глонасс журнал;reklama@vestnik-glonass.ru  schedrinskaya@pta-expo.ru  efremova.i@pta-expo.ru  molchanova@pta-expo.ru  vento1@rambler.ru  
ТСР деловой журнал;info@prioritetaward.ru  k.grechaninova@expoforum.ru  energetika@expoforum.ru  info@zao-nt.com  spb@grandmotors.ru  
Всем Всем Всем! газета;20maket@bbbprint.ru  marinaas@bbbprint.ru  elenak@bbbprint.ru  redactor@bbbprint.ru  
Южный Урал газета;ural@esoo.ru  
Весточка еженедельник;arhvesto4ka@gmail.com  
Комсомольская Правда в Красноярске газета;2069652@mail.ru  kp@kp.ru  
Известия РАН. Серия математическая журнал;journals@mi.ras.ru  
Далбар хотун общественно-политический журнал для женщин и семейного чтения;sakhapress@mail.ru  pressykt@mail.ru  
Псковская правда газета;pravda@pravdapskov.ru  reklama@mhpsk.ru  i.nazarova@pravdapskov.ru  
Ва-Банкъ в Перми газета;reklama@vb163.ru  nkolganova@hsmedia.ru  nbaruntsova@hsmedia.ru  nartemova@hsmedia.ru  enikishova66@gmail.com  
Сибирский учитель журнал;iio99@mail.ru  rector@nipkipro.ru  
Визитка Щёкино газета;info@ekojilstroy.ru  
SPEAR`S Russia журнал;info@mediacrat.com  info@example.org  
Бор сегодня газета;biara@mail.ru  
Нескучная газета;loreg@loreg.ru  
Духовный Собеседник альманах;lbina063@mail.ru  
Кадровик журнал;bazakadrov@bk.ru  v-nik@ngs.ru  support@gorjob.ru  
Экспресс в Республике Башкортостан газета;expressrb@inbox.ru  
Кубанские новости газета;malytina@kubnews.ru  
Муромский край газета;gazeta@muromkray.ru  .lotokd@yandex.ru  ;
Безопасность труда в промышленности журнал;btp@safety.ru  redbtp@safety.ru  
Шанс газета;chance1@bk.ru  
Учет в строительстве журнал;edition@stroychet.ru  
Бумеранг газета;gazetabumerang@mail.ru  
Сибирячок журнал;sibok@irk.ru  
My Baby журнал;info@mybabby.ru  
Панорама Тольятти газета;info@vninform.ru  
Иностранные языки в школе журнал;editor@flsmozaika.ru  
Creative рекламно-информационное издание;creative_arh@mail.ru  
Югорский Бизнес журнал;vibirai@bk.ru  vibirai-int@bk.ru  dostavka-pobeda@mail.ru  100-86@bk.ru  bg-pobeda@bk.ru  
Кузбасс газета;official@kuzbass85.ru  t.smolina@kuzbass85.ru  
Телеспутник журнал;teles
Вести Курортного района газета;support@beget.com  bills@beget.com  manager@beget.com  
Вестснаб журнал;ra@vestsnab.ru  
Подольский рабочий газета;podolrab@bk.ru  ma.dmitrieva@riamo.ru  
Медик Алтая газета;priem.agmu@mail.ru  klester@list.ru  stompolka@mail.ru  nomail@agmu.ru  bmv.5@mail.ru  
Ямде лий газета;yamde_lii@mari-el.ru  
Станция журнал;konkurszsro@ya.ru  
Деловой Волгоград журнал;press@delosmi.ru  holdingdv@gmail.com  oleg_makovskii@mail.ru  
Орская хроника газета;hron@email.orgus.ru  
Вакансии Барнаула газета;textgif@bk.ru  director1@rbt.ru  director2@rbt.ru  director3@rbt.ru  director4@rbt.ru  
Национальные приоритеты России журнал;evga-18@mail.ru  
Взгляд деловая газета;information@vz.ru  
Цены в строительстве информационно-аналитический бюллетень;rccs42@mail.ru  cips@kemcity.ru  ano95@yandex.ru  igriva@list.ru  
Культура газета;info@portal-kultura.ru  
Утро вечера мудренее газета;utrovechero@mail.ru  
Махачкалинские известия газета;pressa2mi@mail.ru  
Zrpress.ru интернет-издание;priem@zrpress.ru  ads@zrpress.ru  
Метод журнал;support@bujet.ru  podpiska@gosmetod.ru  ;
Вечерний Новоалтайск газета;ms.nbiznes@mail.ru  
Anima-Time журнал;magnitiv@anima-holding.ru  anima2009@mail.ru  tomilova67@mail.ru  magnitiv@bk.ru  
Вахтовичка газета;vahtovichka@mail.ru  
Вечерний Первоуральск газета;vecher15@yandex.ru  news@vecheru.ru  
Красивый бизнес журнал;akvela@balticfair.kaliningrad.ru  manager@ug-expo.ru  ligas@ufanet.ru  info@bvok.ru  moda@veta.ru  
Собеседник газета;versia@sobesednik.ru  delo@sobesednik.ru  culsob@gmail.com  sobesedka@gmail.com  
Сельское хозяйство Омска и регионов специализированный информационно-аналитический журнал;shs-omsk@yandex.ru  20kpss.tog@mail.ru  
Для будущих супругов журнал;konkurs@nevestaspb.ru  info@vladsarkisov.ru  mail@svadbakuban.ru  foto@annaxd.ru  valerymoroz@list.ru  
ИС. Промышленная собственность журнал;forum@superpressa.ru  info@asergroup.ru  
Время инноваций журнал;timeinnov@mail.ru  innov.gosduma@gmail.com  info@time-innov.ru  redaktor@time-innov.ru  v.shishlov@time-innov.ru  
ПЕРЕВОЗЧИК 63 журнал;633963@mail.ru  
Intertat.ru электронная газета Республики Татарстан;info@intertat.ru  
эж-Юрист газета;lawyer@gazeta-yurist.ru  
Георгиевские известия газета;gi.gsk@mail.ru  gi@geoizv.ru  
Телесемь журнал;denis@telesem.ru  ya@aaa.ru  wday.ru_legal@hspub.ru  
Долорес журнал;of@iddolores.ru  
PRO Город Новокуйбышевск газета;progorodsamara@progorodsamara.ru  progorodsamara@gmail.com  vladislav@progorodsamara.ru  
Аргументы и факты на Алтае газета;fin-dacha@mail.ru  aif-altai@mail.ru  sait-aif-altai@mail.ru  altai.aif_reklama@mail.ru  
Все для Вас газета;pizza@sinyora.ru  agafonov@kavkazinterpress.ru  reklama@kavkazinterpress.ru  dobro@centrinvest.ru  welcome@centrinvest.ru  
Юганская ярмарка рекламно-информационная газета;jarmarka@mail.ru  237530@mail.ru  igulya2005@mail.ru  ment.mitya@mail.ru  larg11@yandex.ru  
Липецкий строитель газета;npsros@mail.ru  sslo52@mail.ru  soninalena1963@yandex.ru  
Парламентская газета;pg@pnp.ru  
Север журнал;sever-journal@mail.ru  
Inc. Russia журнал;editorial@incrussia.ru  ad@incrussia.ru  vm@incrussia.ru  
Веси журнал;ukbkin@gmail.com  
Кто Главный журнал;vip.doski.ru@list.ru  dobro@centrinvest.ru  
RATA-news электронная газета;editor@ratanews.ru  kochetkova@ratanews.ru  s.stavtseva@gmail.com  luba@ratanews.ru  daria@ratanews.ru  
Экономика и жизнь-Черноземье газета;ekonomik@list.ru  
Химия и жизнь журнал;redaktor@hij.ru  ;
Авиаград Жуковский общественно-политическая газета;info-agzh@mail.ru  
Выбор общественно-политическая газета;baron2000mxa@yandex.ru  vibor.gazeta@yandex.ru  
Законодательство журнал;editor@garant.ru  internet@garant.ru  adv@garant.ru  
Знание-Сила журнал;nikita@akazantsev.ru  
Региональная Россия журнал;info@regruss.ru  
Чуйские Зори газета;chuyskie@bk.ru  
Петербургский дневник газета;--petrocentr-adv@yandex.ru--  
КУЗБАСС СПОРТИВНЫЙ журнал;info@sport-kuzbass.ru  press@sport-kuzbass.ru  
pro ГОРОД газета;news@prokazan.ru  dostavka@prokazan.ru  andrey@prokazan.ru  
429 Too Many Requests;info@gazeta.spb.ru  
Аква-Терм журнал;info@aqua-therm.ru  sales@aqua-therm.ru  magazine@aqua-therm.ru  
Йэшлек газета;admin@website.ru  bashpoisk2006@gmail.com  beda@bashtv.ru  
Уральский следопыт журнал;uralstalker0@yandex.ru  uralstalker@mail.ru  gor1938@yandex.ru  3awriter@k66.ru  duty_ranger@mail.ru  
Костромские ведомости газета;vesty@kmtn.ru  
Дорогое удовольствие Алтай журнал;gvosha@yandex.ru  alt.izdatelstvo@mail.ru  tatyana_dorogoe22@mail.ru  qwerty.0222@mail.ru  gvosha@mail.ru  
Русская Берёзка общественно-политическая газета;rusberezka@mail.ru  gazrusskaya@yandex.ru  mkkb2015@mail.ru  astretsizm@gmail.com  alyona.ivshina@gmail.com  
Аргументы и факты в Перми газета;2ecef5af73ec4381844010600110b8b8@sentry.aif.ru  karaul@aif.ru  
Энерго-Info журнал;info@energo-info.ru  
Агропром
Из рук в руки газета;irr@obninsk.com  dimsco@mail.ru  support@irr.ru  
Чемпион редакция газеты;ulpravda-73@mail.ru  
Направление-Дальний Восток журнал;info@n-dv.ru  
Текстильная и легкая промышленность журнал;support@masterhost.ru  
Караван-Рос газета;yaroslavlred@province.ru  karavanroc76@yandex.ru  
Эспрессо газета;info@espresso-id.ru  
Ватаным Татарстан газета;info@vatantat.ru  
Ремедиум Приволжье информационно-аналитический журнал;editor@remedium.ru  
Аграрное Ставрополье газета;ma@expokhleb.com  info-russia@pioneer.com  avp-82@inbox.ru  reklama-agro@mail.ru  info@altbio.ru  
Звенигородские ведомости газета;z-vedomosti@yandex.ru  z.vedomosti@gmail.com  support@fsvps.ru  guvmo@mail.ru  mosuprvet@bk.ru  
Защита и карантин растений журнал;info@enelis.ru  
Весь Рыбинск в профиль и анфас пункт приема бесплатных объявлений;info@r-gazeta.ru  ;
Солидарность газета;info@solidarnost.org  
Самотлор-Экспресс газета;info@samotlorexpress.ru  
С тобой газета;www@stoboy.ru  
Республика Башкортостан газета;s_abramova@list.ru  
Банки и Биржи журнал;rusba@rusba.ru  vmost@rsoft.ru  profile@rsoft.ru  
Неизвестная Сибирь журнал;info@hiddensiberia.ru  3aneizvestnaya.sibir@mail.ru  pr@hiddensiberia.ru  severgin2008@yandex.ru  
